底表行,序号,医院,姓名,来源链接,列名,修改前,修改后
808,807,中山大学肿瘤防治中心,张彦娜,https://www.sysucc.org.cn/node/3695,异常提示,,亮眼经历含导航文本，已清洗
811,810,中山大学肿瘤防治中心,杨帆,https://www.sysucc.org.cn/node/6901,亮眼经历线索,科秘书 职称：副主任医师 擅长妇科恶性肿瘤的规范化诊疗，复发患者的个体化治疗等 杨帆 副主任医师 科秘书 中山大学肿瘤防治中心妇科，北京大学医学博士 广东省肿瘤性疾病医疗质量控制中心卵巢癌专家委员会常委、秘书长 广东省医学会妇科肿瘤学分会青年委员 广东省健康管理学会妇科肿瘤多学科协作专业委员会副秘书长 广东省医学会妇产科学会宫颈病变与阴道镜学组成员 广东省药学会妇科肿瘤专委会委员 广州市医师协会妇产科分会委员 擅长妇科恶性肿瘤的规范化诊疗，复发患者的个体化治疗等； 发表SCI论文及中国核心期刊论文6篇，一作/共一SCI论文影响因子累计54.2 更新日期：2023年10月25日 临床专家 面包屑 首页 / 临床科室 / 外科系列 / 妇科 / 临床专家 杨帆 职务：科秘书 职称：副主任医师 专长 擅长妇科恶性肿瘤的规范化诊疗，复发患者的个体化治疗等 杨帆 副主任医师 科秘书 中山大学肿瘤防治中心妇科，北京大学医学博士 广东省...,科秘书 职称：副主任医师 擅长妇科恶性肿瘤的规范化诊疗，复发患者的个体化治疗等 杨帆 副主任医师 科秘书 中山大学肿瘤防治中心妇科，北京大学医学博士 广东省肿瘤性疾病医疗质量控制中心卵巢癌专家委员会常委、秘书长 广东省医学会妇科肿瘤学分会青年委员 广东省健康管理学会妇科肿瘤多学科协作专业委员会副秘书长 广东省医学会妇产科学会宫颈病变与阴道镜学组成员 广东省药学会妇科肿瘤专委会委员 广州市医师协会妇产科分会委员 擅长妇科恶性肿瘤的规范化诊疗，复发患者的个体化治疗等； 发表SCI论文及中国核心期刊论文6篇，一作/共一SCI论文影响因子累计54.2 更新日期：2023年10月25日 杨帆 职务：科秘书 职称：副主任医师 专长 擅长妇科恶性肿瘤的规范化诊疗，复发患者的个体化治疗等 杨帆 副主任医师 科秘书 中山大学肿瘤防治中心妇科，北京大学医学博士 广东省...
811,810,中山大学肿瘤防治中心,杨帆,https://www.sysucc.org.cn/node/6901,异常提示,,亮眼经历含导航文本，已清洗
812,811,中山大学肿瘤防治中心,涂画,https://www.sysucc.org.cn/node/3703,亮眼经历线索,主任医师 宫颈癌/卵巢癌/子宫内膜癌/外阴癌根治性手术，单孔腹腔镜超微创手术，复发疑难病例多学科联合手术。 临床专家 面包屑 首页 / 临床科室 / 外科系列 / 妇科 / 临床专家 涂画 职称：主任医师 专长 宫颈癌/卵巢癌/子宫内膜癌/外阴癌根治性手术，单孔腹腔镜超微创手术，复发疑难病例多学科联合手术。 一、基本情况 医学博士，硕士生导师。,主任医师 宫颈癌/卵巢癌/子宫内膜癌/外阴癌根治性手术，单孔腹腔镜超微创手术，复发疑难病例多学科联合手术。 涂画 职称：主任医师 专长 宫颈癌/卵巢癌/子宫内膜癌/外阴癌根治性手术，单孔腹腔镜超微创手术，复发疑难病例多学科联合手术。 一、基本情况 医学博士，硕士生导师。
812,811,中山大学肿瘤防治中心,涂画,https://www.sysucc.org.cn/node/3703,异常提示,,亮眼经历含导航文本，已清洗
813,812,中山大学肿瘤防治中心,熊樱,https://www.sysucc.org.cn/node/3696,亮眼经历线索,主任医师 临床专家 面包屑 首页 / 临床科室 / 外科系列 / 妇科 / 临床专家 熊樱 职称：主任医师 专长 局部晚期妇科恶性肿瘤的根治性手术治疗以及良性和早期恶性肿瘤的微创手术治疗。 一、基本情况 职称：主任医师 专家门诊时间： 周一上午、周二下午 专业特长：局部晚期妇科恶性肿瘤的根治性手术治疗以及良性和早期恶性肿瘤的微创手术治疗。 二、学习及工作经历： 1991年9月—1996年7月 中山医科大学临床医学系就读 2000年9月—2003年7月 中山大学就读硕士生 2003年9月—2004年1月 长春卫生部日语培训 2004年4月—2005年3月 获日本笹川医学奖学金资助，日本北海道大学妇科进修一年 1996年7月至今 中山大学肿瘤防治中心妇科工作，期间（2007年9月至今）中山大学肿瘤防治中心在职博士 加载更多 男，主任医师 主要学历： 1991年9月——1996年7月 广州中山医科大学临床医学系，医学学士。,主任医师 熊樱 职称：主任医师 专长 局部晚期妇科恶性肿瘤的根治性手术治疗以及良性和早期恶性肿瘤的微创手术治疗。 一、基本情况 职称：主任医师 专家门诊时间： 周一上午、周二下午 专业特长：局部晚期妇科恶性肿瘤的根治性手术治疗以及良性和早期恶性肿瘤的微创手术治疗。 二、学习及工作经历： 1991年9月—1996年7月 中山医科大学临床医学系就读 2000年9月—2003年7月 中山大学就读硕士生 2003年9月—2004年1月 长春卫生部日语培训 2004年4月—2005年3月 获日本笹川医学奖学金资助，日本北海道大学妇科进修一年 1996年7月至今 中山大学肿瘤防治中心妇科工作，期间（2007年9月至今）中山大学肿瘤防治中心在职博士 男，主任医师 主要学历： 1991年9月——1996年7月 广州中山医科大学临床医学系，医学学士。
813,812,中山大学肿瘤防治中心,熊樱,https://www.sysucc.org.cn/node/3696,异常提示,,亮眼经历含导航文本，已清洗
814,813,中山大学肿瘤防治中心,王寅,https://www.sysucc.org.cn/node/6900,亮眼经历线索,副主任医师 对于宫颈癌、卵巢癌、子宫内膜癌的手术治疗及药物治疗有深入研究，主要研究成果包括：宫颈癌的靶向免疫治疗、化疗免疫治疗，卵巢癌的靶向治疗等，以第一作者/共同第一作者在《柳叶刀•肿瘤》等多个国际顶尖肿瘤学期刊发表多篇论文，获得国内外广泛关注。 临床专家 面包屑 首页 / 临床科室 / 外科系列 / 妇科 / 临床专家 王寅 职称：副主任医师 专长 妇科恶性肿瘤的手术及化疗、靶向、免疫治疗。 对于宫颈癌、卵巢癌、子宫内膜癌的手术治疗及药物治疗有深入研究，主要研究成果包括：宫颈癌的靶向免疫治疗、化疗免疫治疗，卵巢癌的靶向治疗等，以第一作者/共同第一作者在《柳叶刀•肿瘤》等多个国际顶尖肿瘤学期刊发表多篇论文，获得国内外广泛关注。,副主任医师 对于宫颈癌、卵巢癌、子宫内膜癌的手术治疗及药物治疗有深入研究，主要研究成果包括：宫颈癌的靶向免疫治疗、化疗免疫治疗，卵巢癌的靶向治疗等，以第一作者/共同第一作者在《柳叶刀•肿瘤》等多个国际顶尖肿瘤学期刊发表多篇论文，获得国内外广泛关注。 王寅 职称：副主任医师 专长 妇科恶性肿瘤的手术及化疗、靶向、免疫治疗。 对于宫颈癌、卵巢癌、子宫内膜癌的手术治疗及药物治疗有深入研究，主要研究成果包括：宫颈癌的靶向免疫治疗、化疗免疫治疗，卵巢癌的靶向治疗等，以第一作者/共同第一作者在《柳叶刀•肿瘤》等多个国际顶尖肿瘤学期刊发表多篇论文，获得国内外广泛关注。
814,813,中山大学肿瘤防治中心,王寅,https://www.sysucc.org.cn/node/6900,异常提示,,亮眼经历含导航文本，已清洗
816,815,中山大学肿瘤防治中心,蔡光瑶,https://www.sysucc.org.cn/node/11090,亮眼经历线索,副主任医师，医学博士 临床专家 面包屑 首页 / 临床科室 / 外科系列 / 妇科 / 临床专家 蔡光瑶 职称：副主任医师，医学博士 专长 子宫内膜癌、宫颈癌、卵巢癌等妇科肿瘤的手术治疗及系统治疗（化疗、靶向及免疫治疗）。 一、教育及工作经历 2012年-2020年 华中科技大学同济医学院附属同济医院 临床医学八年制 本博连读 2018年 德国萨尔大学（Saarland University）交换 2020年8月-2023年6月 中山大学肿瘤防治中心 博士后/助理研究员 2020年7月-2024年12月 中山大学肿瘤防治中心 妇科 住院医师 2024年12月-2025年12月 中山大学肿瘤防治中心 妇科 主治医师 2025年12月至今 中山大学肿瘤防治中心 妇科 副主任医师 二、学术兼职 广东省医学教育协会妇科肿瘤学专业委员会委员 三、主持科研项目 主持国家自然科学基金1项、广东省自然科学基金1项 四、代表性论著 以第一或...,副主任医师，医学博士 蔡光瑶 职称：副主任医师，医学博士 专长 子宫内膜癌、宫颈癌、卵巢癌等妇科肿瘤的手术治疗及系统治疗（化疗、靶向及免疫治疗）。 一、教育及工作经历 2012年-2020年 华中科技大学同济医学院附属同济医院 临床医学八年制 本博连读 2018年 德国萨尔大学（Saarland University）交换 2020年8月-2023年6月 中山大学肿瘤防治中心 博士后/助理研究员 2020年7月-2024年12月 中山大学肿瘤防治中心 妇科 住院医师 2024年12月-2025年12月 中山大学肿瘤防治中心 妇科 主治医师 2025年12月至今 中山大学肿瘤防治中心 妇科 副主任医师 二、学术兼职 广东省医学教育协会妇科肿瘤学专业委员会委员 三、主持科研项目 主持国家自然科学基金1项、广东省自然科学基金1项 四、代表性论著 以第一或...
816,815,中山大学肿瘤防治中心,蔡光瑶,https://www.sysucc.org.cn/node/11090,异常提示,,亮眼经历含导航文本，已清洗
818,817,中山大学肿瘤防治中心,顾海风,https://www.sysucc.org.cn/node/3705,亮眼经历线索,医学博士、副主任医师、硕士研究生导师、住院医师规范化培训全程导师 临床专家 面包屑 首页 / 临床科室 / 外科系列 / 妇科 / 临床专家 顾海风 职称：医学博士、副主任医师、硕士研究生导师、住院医师规范化培训全程导师 专长 宫颈癌、卵巢癌、子宫内膜癌等妇科恶性肿瘤的诊断、手术、化疗和综合治疗。 在早期子宫内膜癌的精准化、微创化诊治方面有较为深入的研究，研究成果得到国际同行高度认可并被欧洲妇科肿瘤学会（ESGO）、巴西肿瘤外科学会等国际指南累计引用6次。 开展多项临床研究，具有较为丰富的项目管理经验，研究成果在国际妇科肿瘤协会全球年会（IGCS）、欧洲肿瘤内科学会年会（ESMO）等重要国际会议做展示。,医学博士、副主任医师、硕士研究生导师、住院医师规范化培训全程导师 顾海风 职称：医学博士、副主任医师、硕士研究生导师、住院医师规范化培训全程导师 专长 宫颈癌、卵巢癌、子宫内膜癌等妇科恶性肿瘤的诊断、手术、化疗和综合治疗。 在早期子宫内膜癌的精准化、微创化诊治方面有较为深入的研究，研究成果得到国际同行高度认可并被欧洲妇科肿瘤学会（ESGO）、巴西肿瘤外科学会等国际指南累计引用6次。 开展多项临床研究，具有较为丰富的项目管理经验，研究成果在国际妇科肿瘤协会全球年会（IGCS）、欧洲肿瘤内科学会年会（ESMO）等重要国际会议做展示。
818,817,中山大学肿瘤防治中心,顾海风,https://www.sysucc.org.cn/node/3705,异常提示,,亮眼经历含导航文本，已清洗
819,818,中山大学肿瘤防治中心,魏薇,https://www.sysucc.org.cn/node/8001,亮眼经历线索,副主任医师 临床专家 面包屑 首页 / 临床科室 / 外科系列 / 妇科 / 临床专家 魏薇 职称：副主任医师 专长 妇科肿瘤的外科治疗，复发性妇科恶性肿瘤综合治疗。 一、基本情况 妇科副主任医师，出诊时间：周二下午 二、教育及工作经历 本科就读于四川大学华西临床医学院，博士毕业于北京协和医学院及UCLA联合培养博士。 妇产科及妇科肿瘤十余年临床工作经验，擅长妇科肿瘤外科治疗，对复发性妇科恶性肿瘤的综合治疗及根据分子检测进行精准治疗具有丰富经验。,副主任医师 魏薇 职称：副主任医师 专长 妇科肿瘤的外科治疗，复发性妇科恶性肿瘤综合治疗。 一、基本情况 妇科副主任医师，出诊时间：周二下午 二、教育及工作经历 本科就读于四川大学华西临床医学院，博士毕业于北京协和医学院及UCLA联合培养博士。 妇产科及妇科肿瘤十余年临床工作经验，擅长妇科肿瘤外科治疗，对复发性妇科恶性肿瘤的综合治疗及根据分子检测进行精准治疗具有丰富经验。
819,818,中山大学肿瘤防治中心,魏薇,https://www.sysucc.org.cn/node/8001,异常提示,,亮眼经历含导航文本，已清洗
820,819,中山大学肿瘤防治中心,黄欣,https://www.sysucc.org.cn/node/3697,亮眼经历线索,"主任医师 临床专家 面包屑 首页 / 临床科室 / 外科系列 / 妇科 / 临床专家 黄欣 职称：主任医师 专长 对妇科肿瘤的诊断、手术治疗和综合治疗等方面有丰富的经验 一、基本情况 职称：主任医师 门诊时间：周四上午:专家门诊,周四下午:特需名医门诊 专业特长：对妇科肿瘤的诊断、手术治疗和综合治疗等方面有丰富的经验。 二、学习及工作经历： 1981年—1984年：中山医科大学就读 1986年—至今：中山大学附属肿瘤医院工作 三、学术兼职： 广东省抗癌协会妇科肿瘤专业委员会委员 从事妇科肿瘤的医教研工作30余年。 临床上擅长各种妇科肿瘤的诊治工作，在妇科恶性肿瘤的手术治疗方面有很高的造诣，擅长各种疑难复杂及复发病例的手术治疗。","主任医师 黄欣 职称：主任医师 专长 对妇科肿瘤的诊断、手术治疗和综合治疗等方面有丰富的经验 一、基本情况 职称：主任医师 门诊时间：周四上午:专家门诊,周四下午:特需名医门诊 专业特长：对妇科肿瘤的诊断、手术治疗和综合治疗等方面有丰富的经验。 二、学习及工作经历： 1981年—1984年：中山医科大学就读 1986年—至今：中山大学附属肿瘤医院工作 三、学术兼职： 广东省抗癌协会妇科肿瘤专业委员会委员 从事妇科肿瘤的医教研工作30余年。 临床上擅长各种妇科肿瘤的诊治工作，在妇科恶性肿瘤的手术治疗方面有很高的造诣，擅长各种疑难复杂及复发病例的手术治疗。"
820,819,中山大学肿瘤防治中心,黄欣,https://www.sysucc.org.cn/node/3697,异常提示,,亮眼经历含导航文本，已清洗
821,820,中山大学肿瘤防治中心,黄永文,https://www.sysucc.org.cn/node/3700,亮眼经历线索,主任医师、主诊教授 擅长妇科疑难肿瘤靶向和综合治疗。 临床专家 面包屑 首页 / 临床科室 / 外科系列 / 妇科 / 临床专家 黄永文 职称：主任医师、主诊教授 专长 擅长妇科肿瘤单孔腔镜术、恶性肿瘤根治术、细胞减灭术、多器官切除和保育手术； 擅长妇科疑难肿瘤靶向和综合治疗。,主任医师、主诊教授 擅长妇科疑难肿瘤靶向和综合治疗。 黄永文 职称：主任医师、主诊教授 专长 擅长妇科肿瘤单孔腔镜术、恶性肿瘤根治术、细胞减灭术、多器官切除和保育手术； 擅长妇科疑难肿瘤靶向和综合治疗。
821,820,中山大学肿瘤防治中心,黄永文,https://www.sysucc.org.cn/node/3700,异常提示,,亮眼经历含导航文本，已清洗
822,821,中山大学肿瘤防治中心,黄鹤,https://www.sysucc.org.cn/node/3699,亮眼经历线索,妇科副主任 职称：主任医师 临床专家 面包屑 首页 / 临床科室 / 外科系列 / 妇科 / 临床专家 黄鹤 职务：妇科副主任 职称：主任医师 专长 子宫内膜癌临床大PI，擅长子宫内膜癌，子宫颈癌，外阴癌，卵巢肿瘤根治性手术，以及早期妇科恶性肿瘤的微创手术。,妇科副主任 职称：主任医师 黄鹤 职务：妇科副主任 职称：主任医师 专长 子宫内膜癌临床大PI，擅长子宫内膜癌，子宫颈癌，外阴癌，卵巢肿瘤根治性手术，以及早期妇科恶性肿瘤的微创手术。
822,821,中山大学肿瘤防治中心,黄鹤,https://www.sysucc.org.cn/node/3699,异常提示,,亮眼经历含导航文本，已清洗
824,823,中山大学肿瘤防治中心,伍尧泮,https://www.sysucc.org.cn/node/3838,亮眼经历线索,影像科副主任 职称：主任医师、硕士生导师 曾任广东省介入医师协会委员。 曾任广东省介入医师协会委员。 临床专家 面包屑 首页 / 临床科室 / 平台科室 / 影像科 / 临床专家 伍尧泮 职务：影像科副主任 职称：主任医师、硕士生导师 专长 影像诊断及肿瘤介入治疗 中山大学肿瘤医院影像科副主任。,影像科副主任 职称：主任医师、硕士生导师 曾任广东省介入医师协会委员。 曾任广东省介入医师协会委员。 伍尧泮 职务：影像科副主任 职称：主任医师、硕士生导师 专长 影像诊断及肿瘤介入治疗 中山大学肿瘤医院影像科副主任。
824,823,中山大学肿瘤防治中心,伍尧泮,https://www.sysucc.org.cn/node/3838,异常提示,,亮眼经历含导航文本，已清洗
825,824,中山大学肿瘤防治中心,何妮,https://www.sysucc.org.cn/node/3853,亮眼经历线索,副主任医师 加载更多 临床专家 面包屑 首页 / 临床科室 / 平台科室 / 影像科 / 临床专家 何妮 职称：副主任医师 加载更多,副主任医师 何妮 职称：副主任医师
825,824,中山大学肿瘤防治中心,何妮,https://www.sysucc.org.cn/node/3853,异常提示,,亮眼经历含导航文本，已清洗
828,827,中山大学肿瘤防治中心,吕晓飞,https://www.sysucc.org.cn/node/3848,亮眼经历线索,主任医师 临床专家 面包屑 首页 / 临床科室 / 平台科室 / 影像科 / 临床专家 吕晓飞 职称：主任医师 专长 肿瘤影像诊断。 一、基本情况 主任医师、硕士研究生导师，影像医学与核医学博士。 科研方向为神经肿瘤、放射性脑损伤的精准智能影像诊断。,主任医师 吕晓飞 职称：主任医师 专长 肿瘤影像诊断。 一、基本情况 主任医师、硕士研究生导师，影像医学与核医学博士。 科研方向为神经肿瘤、放射性脑损伤的精准智能影像诊断。
828,827,中山大学肿瘤防治中心,吕晓飞,https://www.sysucc.org.cn/node/3848,异常提示,,亮眼经历含导航文本，已清洗
831,830,中山大学肿瘤防治中心,李琼,https://www.sysucc.org.cn/node/3854,亮眼经历线索,副主任医师 加载更多 临床专家 面包屑 首页 / 临床科室 / 平台科室 / 影像科 / 临床专家 李琼 职称：副主任医师 加载更多,副主任医师 李琼 职称：副主任医师
831,830,中山大学肿瘤防治中心,李琼,https://www.sysucc.org.cn/node/3854,异常提示,,亮眼经历含导航文本，已清洗
833,832,中山大学肿瘤防治中心,李贻卓,https://www.sysucc.org.cn/node/3846,亮眼经历线索,主任医师 临床专家 面包屑 首页 / 临床科室 / 平台科室 / 影像科 / 临床专家 李贻卓 职称：主任医师 专长 肿瘤影像学诊断 学术任职 广东省放射医学会头颈学组 常委 广东省肝脏病学会影像诊断专业委员会 常委 广东省生物医学工程学会医学计量与质量控制学分会 常委 中华医学会 会员 广东省临床医学会精准医疗委员会 委员 广东省临床医学会咽喉肿瘤专业委员会 委员 广东省生物医学工程学会医疗机器人与人工智能分会 委员 广东省放射医学会 会员 广东省临床医学会岭南名医联盟 会员 广州医学会医疗事故技术鉴定和医疗损害技术鉴定专家库 成员 Journal of Nasopharyngeal Carcinoma (JNPC) Editorial Board Journal of Magnetic Resonance Imaging (JMRI) Peer Reviewer World Journal of Radiology P...,主任医师 李贻卓 职称：主任医师 专长 肿瘤影像学诊断 学术任职 广东省放射医学会头颈学组 常委 广东省肝脏病学会影像诊断专业委员会 常委 广东省生物医学工程学会医学计量与质量控制学分会 常委 中华医学会 会员 广东省临床医学会精准医疗委员会 委员 广东省临床医学会咽喉肿瘤专业委员会 委员 广东省生物医学工程学会医疗机器人与人工智能分会 委员 广东省放射医学会 会员 广东省临床医学会岭南名医联盟 会员 广州医学会医疗事故技术鉴定和医疗损害技术鉴定专家库 成员 Journal of Nasopharyngeal Carcinoma (JNPC) Editorial Board Journal of Magnetic Resonance Imaging (JMRI) Peer Reviewer World Journal of Radiology P...
833,832,中山大学肿瘤防治中心,李贻卓,https://www.sysucc.org.cn/node/3846,异常提示,,亮眼经历含导航文本，已清洗
836,835,中山大学肿瘤防治中心,莫运仙,https://www.sysucc.org.cn/node/3849,亮眼经历线索,副主任医师 加载更多 临床专家 面包屑 首页 / 临床科室 / 平台科室 / 影像科 / 临床专家 莫运仙 职称：副主任医师 加载更多,副主任医师 莫运仙 职称：副主任医师
836,835,中山大学肿瘤防治中心,莫运仙,https://www.sysucc.org.cn/node/3849,异常提示,,亮眼经历含导航文本，已清洗
839,838,中山大学肿瘤防治中心,谢传淼,https://www.sysucc.org.cn/node/3836,亮眼经历线索,中山大学肿瘤防治中心影像科主任、影像教研室主任 职称：主任医师 临床专家 面包屑 首页 / 临床科室 / 平台科室 / 影像科 / 临床专家 谢传淼 职务：中山大学肿瘤防治中心影像科主任、影像教研室主任 职称：主任医师 专长 肿瘤影像诊断，尤其对鼻咽癌、腹部肿瘤、人工智能等方面有更深刻的研究。 一、教育及工作经历 教育经历： 1988年至1994年 中山大学肿瘤防治中心 住院医师 1994年至2003年 中山大学肿瘤防治中心 主治医师 2003年至2011年 中山大学肿瘤防治中心 副主任医师 2011年至今 中山大学肿瘤防治中心 主任医师 学习经历： 1982.07—1986.07 中山医科大学 本科学士学位 1988.07—2001.07 中山大学 硕士研究生学位 2012.02-12 赴美国纽约哥伦比亚大学医疗中心放射科作访问学者 二、学术兼职 中华医学会放射学分会委员兼腹部学组副组长 中国医师协会放射医师分会第五届委...,中山大学肿瘤防治中心影像科主任、影像教研室主任 职称：主任医师 谢传淼 职务：中山大学肿瘤防治中心影像科主任、影像教研室主任 职称：主任医师 专长 肿瘤影像诊断，尤其对鼻咽癌、腹部肿瘤、人工智能等方面有更深刻的研究。 一、教育及工作经历 教育经历： 1988年至1994年 中山大学肿瘤防治中心 住院医师 1994年至2003年 中山大学肿瘤防治中心 主治医师 2003年至2011年 中山大学肿瘤防治中心 副主任医师 2011年至今 中山大学肿瘤防治中心 主任医师 学习经历： 1982.07—1986.07 中山医科大学 本科学士学位 1988.07—2001.07 中山大学 硕士研究生学位 2012.02-12 赴美国纽约哥伦比亚大学医疗中心放射科作访问学者 二、学术兼职 中华医学会放射学分会委员兼腹部学组副组长 中国医师协会放射医师分会第五届委...
839,838,中山大学肿瘤防治中心,谢传淼,https://www.sysucc.org.cn/node/3836,异常提示,,亮眼经历含导航文本，已清洗
840,839,中山大学肿瘤防治中心,郑列,https://www.sysucc.org.cn/node/3844,亮眼经历线索,"主任医师 肿瘤的影像诊断 主任医师 加载更多 主任医师,擅长肿瘤的影像诊断 临床专家 面包屑 首页 / 临床科室 / 平台科室 / 影像科 / 临床专家 郑列 职称：主任医师 专长 肿瘤的影像诊断 主任医师 加载更多 主任医师,擅长肿瘤的影像诊断","主任医师 肿瘤的影像诊断 主任医师 主任医师,擅长肿瘤的影像诊断 郑列 职称：主任医师 专长 肿瘤的影像诊断 主任医师 主任医师,擅长肿瘤的影像诊断"
840,839,中山大学肿瘤防治中心,郑列,https://www.sysucc.org.cn/node/3844,异常提示,,亮眼经历含导航文本，已清洗
841,840,中山大学肿瘤防治中心,阮超美,https://www.sysucc.org.cn/node/3845,亮眼经历线索,副主任医师 1963年10月出生，1979年9月至1984年7月在中山医科大学临床医学系学习，1979年7月至今在中山大学肿瘤防治中心影像与微创介入中心CT、MR室工作。 临床专家 面包屑 首页 / 临床科室 / 平台科室 / 影像科 / 临床专家 阮超美 职称：副主任医师 1963年10月出生，1979年9月至1984年7月在中山医科大学临床医学系学习，1979年7月至今在中山大学肿瘤防治中心影像与微创介入中心CT、MR室工作。,副主任医师 1963年10月出生，1979年9月至1984年7月在中山医科大学临床医学系学习，1979年7月至今在中山大学肿瘤防治中心影像与微创介入中心CT、MR室工作。 阮超美 职称：副主任医师 1963年10月出生，1979年9月至1984年7月在中山医科大学临床医学系学习，1979年7月至今在中山大学肿瘤防治中心影像与微创介入中心CT、MR室工作。
841,840,中山大学肿瘤防治中心,阮超美,https://www.sysucc.org.cn/node/3845,异常提示,,亮眼经历含导航文本，已清洗
843,842,中山大学肿瘤防治中心,吕宁,https://www.sysucc.org.cn/node/3759,亮眼经历线索,主任医师 临床专家 面包屑 首页 / 临床科室 / 外科系列 / 微创介入治疗科 / 临床专家 吕宁 职称：主任医师 专长 肝癌介入肝动脉灌注和栓塞治疗，癌症消融治疗，全身免疫靶向治疗。 一、基本情况 主任医师、医学博士、硕士生导师 门诊时间： 越秀院区：周二上午 专业特长： 擅长肝癌微创介入治疗、免疫靶向治疗等综合治疗，主要开展肝动脉灌注化疗HAIC、栓塞化疗TACE、消融等局部治疗，及局部联合免疫靶向全身治疗。 学术成绩： 在肿瘤多学科综合诊疗MDT理念下，开展肝癌微创介入治疗临床和转化研究，主要创新性成果介入肝动脉灌注化疗HAIC技术被国家卫健委官方指南《原发性肝癌诊疗指南CNLC》及中国抗癌协会CACA、中国临床肿瘤学会CSCO等推荐在临床一线治疗中应用；,主任医师 吕宁 职称：主任医师 专长 肝癌介入肝动脉灌注和栓塞治疗，癌症消融治疗，全身免疫靶向治疗。 一、基本情况 主任医师、医学博士、硕士生导师 门诊时间： 越秀院区：周二上午 专业特长： 擅长肝癌微创介入治疗、免疫靶向治疗等综合治疗，主要开展肝动脉灌注化疗HAIC、栓塞化疗TACE、消融等局部治疗，及局部联合免疫靶向全身治疗。 学术成绩： 在肿瘤多学科综合诊疗MDT理念下，开展肝癌微创介入治疗临床和转化研究，主要创新性成果介入肝动脉灌注化疗HAIC技术被国家卫健委官方指南《原发性肝癌诊疗指南CNLC》及中国抗癌协会CACA、中国临床肿瘤学会CSCO等推荐在临床一线治疗中应用；
843,842,中山大学肿瘤防治中心,吕宁,https://www.sysucc.org.cn/node/3759,异常提示,,亮眼经历含导航文本，已清洗
844,843,中山大学肿瘤防治中心,吴沛宏,https://www.sysucc.org.cn/node/3750,亮眼经历线索,"科主任导师 职称：二级教授、一级主任医师，博士生导师及博士后导师 吴沛宏教授，现任中山大学附属肿瘤医院微创介入治疗科二级教授、一级主任医师，博士生导师及博士后导师。 美国罗彻斯特大学(Rochester)医学院、加拿大多伦多大学医学院临床客座教授，中山大学名医,羊城名医，岭南名医，中国名医百强榜微创介入治疗TOP10。 临床专家 面包屑 首页 / 临床科室 / 外科系列 / 微创介入治疗科 / 临床专家 吴沛宏 职务：科主任导师 职称：二级教授、一级主任医师，博士生导师及博士后导师 专长 1.肝癌微创介入综合治疗联合生物免疫治疗创始人，其疗效在国内外处于领先水平；","科主任导师 职称：二级教授、一级主任医师，博士生导师及博士后导师 吴沛宏教授，现任中山大学附属肿瘤医院微创介入治疗科二级教授、一级主任医师，博士生导师及博士后导师。 美国罗彻斯特大学(Rochester)医学院、加拿大多伦多大学医学院临床客座教授，中山大学名医,羊城名医，岭南名医，中国名医百强榜微创介入治疗TOP10。 吴沛宏 职务：科主任导师 职称：二级教授、一级主任医师，博士生导师及博士后导师 专长 1.肝癌微创介入综合治疗联合生物免疫治疗创始人，其疗效在国内外处于领先水平；"
844,843,中山大学肿瘤防治中心,吴沛宏,https://www.sysucc.org.cn/node/3750,异常提示,,亮眼经历含导航文本，已清洗
845,844,中山大学肿瘤防治中心,左孟轩,https://www.sysucc.org.cn/node/5084,亮眼经历线索,副主任医师 临床专家 面包屑 首页 / 临床科室 / 外科系列 / 微创介入治疗科 / 临床专家 左孟轩 职称：副主任医师 专长 晚期肝癌的介入联合系统治疗； 一、基本情况 职称： 副主任医师 临床治疗专长： 晚期肝癌的介入联合系统治疗； 出诊时间： 越秀院区：周二下午 二、教育及工作经历 2009-09至2017-07，清华大学/北京协和医学院临床八年制博士 2017-07至2020-12，中山大学肿瘤防治中心医师 2020-12至2026-1，中山大学肿瘤防治中心主治医师 2026-1至今，中山大学肿瘤防治中心副主任医师 三、学术兼职 广东省抗癌协会微创治疗专业委员会 秘书 广东省肝脏病学会综合治疗专业委员会 秘书 广东省器官医学与技术学会肿瘤介入专业委员会 秘书 世界华人肿瘤医师协会微创介入青年委员会 委员 广东省药学会肝胆肿瘤综合治疗专家委员会 委员 广东省抗癌协会肝癌专业委员会青年委员会 委员 广东省基层医药学会...,副主任医师 左孟轩 职称：副主任医师 专长 晚期肝癌的介入联合系统治疗； 一、基本情况 职称： 副主任医师 临床治疗专长： 晚期肝癌的介入联合系统治疗； 出诊时间： 越秀院区：周二下午 二、教育及工作经历 2009-09至2017-07，清华大学/北京协和医学院临床八年制博士 2017-07至2020-12，中山大学肿瘤防治中心医师 2020-12至2026-1，中山大学肿瘤防治中心主治医师 2026-1至今，中山大学肿瘤防治中心副主任医师 三、学术兼职 广东省抗癌协会微创治疗专业委员会 秘书 广东省肝脏病学会综合治疗专业委员会 秘书 广东省器官医学与技术学会肿瘤介入专业委员会 秘书 世界华人肿瘤医师协会微创介入青年委员会 委员 广东省药学会肝胆肿瘤综合治疗专家委员会 委员 广东省抗癌协会肝癌专业委员会青年委员会 委员 广东省基层医药学会...
845,844,中山大学肿瘤防治中心,左孟轩,https://www.sysucc.org.cn/node/5084,异常提示,,亮眼经历含导航文本，已清洗
