hospital,profile_path,source_link,master_row_number,master_name,marker_occurrences,carrier_line_numbers,carrier_sections,non_detail_carrier,owner_atypical_profile_case
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/蒋丽娟.md,https://www.sysucc.org.cn/node/3735,989,蒋丽娟,1,46,## 教育与进修经历,YES,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/蒋小兵.md,https://www.sysucc.org.cn/node/3716,1037,蒋小兵,1,51,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/蓝春燕.md,https://www.sysucc.org.cn/node/3698,815,蓝春燕,1,59,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/蔡修宇.md,https://www.sysucc.org.cn/node/3766,1072,蔡修宇,1,59,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/蔡培强.md,https://www.sysucc.org.cn/node/3847,838,蔡培强,1,52,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/蔡木炎.md,https://www.sysucc.org.cn/node/3867,1025,蔡木炎,1,52,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/薛聪.md,https://www.sysucc.org.cn/node/1507,757,薛聪,1,50,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/谢丹.md,https://www.sysucc.org.cn/node/1541,1026,谢丹,1,49,## 详情正文摘录,NO,YES
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/谢传波.md,https://www.sysucc.org.cn/node/3945,1185,谢传波,1,55,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/谢新华.md,https://www.sysucc.org.cn/node/3744,704,谢新华,1,54,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/谢曼修.md,https://www.sysucc.org.cn/node/6861,875,谢曼修,1,52,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/谭红鹰.md,https://www.sysucc.org.cn/node/3828,876,谭红鹰,1,50,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/贺龙君.md,https://www.sysucc.org.cn/node/3914,782,贺龙君,1,51,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/赖洁兰.md,https://www.sysucc.org.cn/node/3835,878,赖洁兰,1,40,## 教育与进修经历,YES,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/赵擎宇.md,https://www.sysucc.org.cn/node/3808,1179,赵擎宇,1,54,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/赵珅.md,https://www.sysucc.org.cn/node/1522,760,赵珅,1,49,## 教育与进修经历,YES,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/邝妙欢.md,https://www.sysucc.org.cn/node/3879,969,邝妙欢,1,48,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/邢珊.md,https://www.sysucc.org.cn/node/13429,970,邢珊,1,48,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/邢蔚.md,https://www.sysucc.org.cn/node/3825,879,邢蔚,1,51,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/邱海波.md,https://www.sysucc.org.cn/node/3661,1101,邱海波,1,44,## 教育与进修经历,YES,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/邹如海.md,https://www.sysucc.org.cn/node/3897,1167,邹如海,1,53,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/郑利民.md,https://www.sysucc.org.cn/node/1542,1007,郑利民,1,53,## 详情正文摘录,NO,YES
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/郑敏.md,https://www.sysucc.org.cn/node/3694,817,郑敏,1,56,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/郑炘.md,https://www.sysucc.org.cn/node/3889,971,郑炘,1,52,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/郑玮.md,https://www.sysucc.org.cn/node/3904,1168,郑玮,1,50,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/郭姗姗.md,https://www.sysucc.org.cn/node/1647,1209,郭姗姗,1,54,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/郭桂芳.md,https://www.sysucc.org.cn/node/3764,1073,郭桂芳,1,51,## 教育与进修经历,YES,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/郭翔.md,https://www.sysucc.org.cn/node/1523,1210,郭翔,1,52,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/郭胜杰.md,https://www.sysucc.org.cn/node/3729,990,郭胜杰,1,54,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/郭荣平.md,https://www.sysucc.org.cn/node/3634,1088,郭荣平,1,60,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/郭蕊.md,https://www.sysucc.org.cn/node/1710,933,郭蕊,1,53,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/钟茜.md,https://www.sysucc.org.cn/node/12088,972,钟茜,1,56,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/阚钧.md,https://www.sysucc.org.cn/node/6488,679,阚钧,1,43,## 教育与进修经历,YES,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/陈东泰.md,https://www.sysucc.org.cn/node/3834,882,陈东泰,1,57,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/陈倩超.md,https://www.sysucc.org.cn/node/3925,1142,陈倩超,1,48,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/陈功.md,https://www.sysucc.org.cn/node/3677,1062,陈功,1,57,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/陈徐贤.md,https://www.sysucc.org.cn/node/3774,681,陈徐贤,1,44,## 教育与进修经历,YES,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/陈映波.md,https://www.sysucc.org.cn/node/3655,1102,陈映波,1,50,## 科研项目与成果,YES,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/陈树林.md,https://www.sysucc.org.cn/node/3886,973,陈树林,1,48,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/陈永明.md,https://www.sysucc.org.cn/node/3665,1103,陈永明,1,51,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/陈浩.md,https://www.sysucc.org.cn/node/3884,974,陈浩,1,48,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/陈艳峰.md,https://www.sysucc.org.cn/node/3602,798,陈艳峰,1,40,## 教育与进修经历,YES,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/陈雨沛.md,https://www.sysucc.org.cn/node/1708,942,陈雨沛,1,51,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/韦尉东.md,https://www.sysucc.org.cn/node/3740,705,韦尉东,1,51,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/韦玮.md,https://www.sysucc.org.cn/node/3639,1090,韦玮,1,60,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/韩凯.md,https://www.sysucc.org.cn/node/3690,1063,韩凯,1,52,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/韩峰.md,https://www.sysucc.org.cn/node/3899,1170,韩峰,1,51,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/韩辉.md,https://www.sysucc.org.cn/node/3722,992,韩辉,1,59,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/顾海风.md,https://www.sysucc.org.cn/node/3705,818,顾海风,1,48,## 教育与进修经历,YES,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/顾葆春.md,https://www.sysucc.org.cn/node/3812,1180,顾葆春,1,51,## 教育与进修经历,YES,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/饶慧兰.md,https://www.sysucc.org.cn/node/3856,1027,饶慧兰,1,57,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/马国伟.md,https://www.sysucc.org.cn/node/3617,1136,马国伟,1,59,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/马骏.md,https://www.sysucc.org.cn/node/1653,946,马骏,1,51,## 教育与进修经历,YES,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/高远红.md,https://www.sysucc.org.cn/node/1659,948,高远红,1,51,## 教育与进修经历,YES,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/高飞.md,https://www.sysucc.org.cn/node/3756,857,高飞,1,53,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/麦海强.md,https://www.sysucc.org.cn/node/1524,1213,麦海强,1,56,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/黄培钰.md,https://www.sysucc.org.cn/node/1532,1214,黄培钰,1,55,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/黄春雨.md,https://www.sysucc.org.cn/node/3913,784,黄春雨,1,53,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/黄河.md,https://www.sysucc.org.cn/node/1493,773,黄河,1,44,## 教育与进修经历,YES,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/黄红兵.md,https://www.sysucc.org.cn/node/3922,1144,黄红兵,1,58,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/黄职妹.md,https://www.sysucc.org.cn/node/3762,859,黄职妹,1,54,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/黎剑.md,https://www.sysucc.org.cn/node/3900,1171,黎剑,1,52,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/黎建军.md,https://www.sysucc.org.cn/node/3906,785,黎建军,1,56,## 详情正文摘录,NO,NO
中山大学肿瘤防治中心,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/龙浩.md,https://www.sysucc.org.cn/node/3609,1137,龙浩,1,47,## 教育与进修经历,YES,NO
中山大学附属第三医院,医生画像仓库/01_试点医院/中山大学附属第三医院/余步云.md,https://www.zssy.com.cn/node/14193,1855,余步云,2,42;59,## 可包装亮点;## 证据摘录,YES,NO
中山大学附属第三医院,医生画像仓库/01_试点医院/中山大学附属第三医院/刘慧.md,https://www.zssy.com.cn/node/11033,1340,刘慧,2,47;64,## 可包装亮点;## 证据摘录,YES,NO
中山大学附属第三医院,医生画像仓库/01_试点医院/中山大学附属第三医院/刘穗玲.md,https://www.zssy.com.cn/node/15106,1354,刘穗玲,2,45;62,## 可包装亮点;## 证据摘录,YES,NO
中山大学附属第三医院,医生画像仓库/01_试点医院/中山大学附属第三医院/刘贤.md,https://www.zssy.com.cn/node/14206,1702,刘贤,2,42;59,## 可包装亮点;## 证据摘录,YES,NO
中山大学附属第三医院,医生画像仓库/01_试点医院/中山大学附属第三医院/变态反应.md,https://www.zssy.com.cn/node/14098,1373,变态反应,4,44;48;66;67,## 简介/擅长;## 可包装亮点;## 证据摘录,YES,NO
中山大学附属第三医院,医生画像仓库/01_试点医院/中山大学附属第三医院/吴喜福.md,https://www.zssy.com.cn/node/24053,1704,吴喜福,2,43;60,## 可包装亮点;## 证据摘录,YES,NO
中山大学附属第三医院,医生画像仓库/01_试点医院/中山大学附属第三医院/吴玉琼.md,https://www.zssy.com.cn/node/14196,1858,吴玉琼,2,45;62,## 可包装亮点;## 证据摘录,YES,NO
中山大学附属第三医院,医生画像仓库/01_试点医院/中山大学附属第三医院/吴硕.md,https://www.zssy.com.cn/node/15213,1705,吴硕,2,42;59,## 可包装亮点;## 证据摘录,YES,NO
中山大学附属第三医院,医生画像仓库/01_试点医院/中山大学附属第三医院/周宇麒_呼吸与危重症医学科.md,https://www.zssy.com.cn/node/11037,1341,周宇麒,2,45;62,## 可包装亮点;## 证据摘录,YES,NO
中山大学附属第三医院,医生画像仓库/01_试点医院/中山大学附属第三医院/夏小平.md,https://www.zssy.com.cn/node/11059,1941,夏小平,2,40;57,## 可包装亮点;## 证据摘录,YES,NO
中山大学附属第三医院,医生画像仓库/01_试点医院/中山大学附属第三医院/孙恒昌.md,https://www.zssy.com.cn/node/26156,1914,孙恒昌,2,39;56,## 可包装亮点;## 证据摘录,YES,NO
中山大学附属第三医院,医生画像仓库/01_试点医院/中山大学附属第三医院/尚梅.md,https://www.zssy.com.cn/node/27634,1915,尚梅,2,39;56,## 可包装亮点;## 证据摘录,YES,NO
中山大学附属第三医院,医生画像仓库/01_试点医院/中山大学附属第三医院/常利红.md,https://www.zssy.com.cn/node/15198,1970,常利红,2,39;56,## 可包装亮点;## 证据摘录,YES,NO
中山大学附属第三医院,医生画像仓库/01_试点医院/中山大学附属第三医院/廖媛.md,https://www.zssy.com.cn/node/15165,1917,廖媛,2,39;56,## 可包装亮点;## 证据摘录,YES,NO
中山大学附属第三医院,医生画像仓库/01_试点医院/中山大学附属第三医院/张二红.md,https://www.zssy.com.cn/node/15250,1578,张二红,2,48;65,## 可包装亮点;## 证据摘录,YES,NO
中山大学附属第三医院,医生画像仓库/01_试点医院/中山大学附属第三医院/张天托.md,https://www.zssy.com.cn/node/11045,1342,张天托,2,45;62,## 可包装亮点;## 证据摘录,YES,NO
中山大学附属第三医院,医生画像仓库/01_试点医院/中山大学附属第三医院/成娟.md,https://www.zssy.com.cn/node/20117,1361,成娟,2,44;61,## 可包装亮点;## 证据摘录,YES,NO
中山大学附属第三医院,医生画像仓库/01_试点医院/中山大学附属第三医院/揭育胜_卒中中心.md,https://www.zssy.com.cn/node/30076,1890,揭育胜,2,37;54,## 可包装亮点;## 证据摘录,YES,NO
中山大学附属第三医院,医生画像仓库/01_试点医院/中山大学附属第三医院/李永奇.md,https://www.zssy.com.cn/node/14203,1709,李永奇,2,42;59,## 可包装亮点;## 证据摘录,YES,NO
中山大学附属第三医院,医生画像仓库/01_试点医院/中山大学附属第三医院/杨旭斌.md,https://www.zssy.com.cn/node/14124,1293,杨旭斌,2,42;59,## 可包装亮点;## 证据摘录,YES,NO
中山大学附属第三医院,医生画像仓库/01_试点医院/中山大学附属第三医院/梁常艳.md,https://www.zssy.com.cn/node/20118,1367,梁常艳,2,46;63,## 可包装亮点;## 证据摘录,YES,NO
中山大学附属第三医院,医生画像仓库/01_试点医院/中山大学附属第三医院/汤美安.md,https://www.zssy.com.cn/node/14191,1861,汤美安,2,42;59,## 可包装亮点;## 证据摘录,YES,NO
中山大学附属第三医院,医生画像仓库/01_试点医院/中山大学附属第三医院/王志远.md,https://www.zssy.com.cn/node/24052,1712,王志远,2,44;62,## 可包装亮点;## 证据摘录,YES,NO
中山大学附属第三医院,医生画像仓库/01_试点医院/中山大学附属第三医院/王曼曼.md,https://www.zssy.com.cn/node/14127,1296,王曼曼,2,43;60,## 可包装亮点;## 证据摘录,YES,NO
中山大学附属第三医院,医生画像仓库/01_试点医院/中山大学附属第三医院/王涛.md,https://www.zssy.com.cn/node/11057,1713,王涛,2,41;58,## 可包装亮点;## 证据摘录,YES,NO
中山大学附属第三医院,医生画像仓库/01_试点医院/中山大学附属第三医院/甲状腺.md,https://www.zssy.com.cn/node/11316,1602,甲状腺,2,45;64,## 可包装亮点;## 证据摘录,YES,NO
中山大学附属第三医院,医生画像仓库/01_试点医院/中山大学附属第三医院/罗进梅_老年医学科.md,https://www.zssy.com.cn/node/30266,1964,罗进梅,2,37;54,## 可包装亮点;## 证据摘录,YES,NO
中山大学附属第三医院,医生画像仓库/01_试点医院/中山大学附属第三医院/胡波.md,https://www.zssy.com.cn/node/15146,1925,胡波,2,39;56,## 可包装亮点;## 证据摘录,YES,NO
中山大学附属第三医院,医生画像仓库/01_试点医院/中山大学附属第三医院/臧志军.md,https://www.zssy.com.cn/node/11263,1872,臧志军,2,39;56,## 可包装亮点;## 证据摘录,YES,NO
中山大学附属第三医院,医生画像仓库/01_试点医院/中山大学附属第三医院/董慧敏.md,https://www.zssy.com.cn/node/15164,1926,董慧敏,2,39;56,## 可包装亮点;## 证据摘录,YES,NO
中山大学附属第三医院,医生画像仓库/01_试点医院/中山大学附属第三医院/郑峰.md,https://www.zssy.com.cn/node/14158,1779,郑峰,2,40;57,## 可包装亮点;## 证据摘录,YES,NO
中山大学附属第三医院,医生画像仓库/01_试点医院/中山大学附属第三医院/陈俊.md,https://www.zssy.com.cn/node/11270,1873,陈俊,2,39;56,## 可包装亮点;## 证据摘录,YES,NO
中山大学附属第三医院,医生画像仓库/01_试点医院/中山大学附属第三医院/陈愈彬.md,https://www.zssy.com.cn/node/24054,1715,陈愈彬,2,43;60,## 可包装亮点;## 证据摘录,YES,NO
中山大学附属第三医院,医生画像仓库/01_试点医院/中山大学附属第三医院/黄健聪.md,https://www.zssy.com.cn/node/15212,1716,黄健聪,2,45;62,## 可包装亮点;## 证据摘录,YES,NO
中山大学附属第三医院,医生画像仓库/01_试点医院/中山大学附属第三医院/黄子真.md,https://www.zssy.com.cn/node/15394,1717,黄子真,2,41;58,## 可包装亮点;## 证据摘录,YES,NO
中山大学附属第三医院,医生画像仓库/01_试点医院/中山大学附属第三医院/黄雪琨.md,https://www.zssy.com.cn/node/14202,1718,黄雪琨,2,42;59,## 可包装亮点;## 证据摘录,YES,NO
中山大学附属第三医院,医生画像仓库/01_试点医院/中山大学附属第三医院/黄静.md,https://www.zssy.com.cn/node/11048,1345,黄静,2,46;63,## 可包装亮点;## 证据摘录,YES,NO
中山大学附属第三医院,医生画像仓库/01_试点医院/中山大学附属第三医院/龚娇.md,https://www.zssy.com.cn/node/15163,1931,龚娇,2,39;56,## 可包装亮点;## 证据摘录,YES,NO
