姓名,来源链接,状态,失败三态,照片链接,照片文件,字节数,SHA-256,魔数,宽,高,错误证据
张宁怡,https://www.gzszyy.com/expert/2026/4QbYQObz.html,实采,,https://oss.gzszyy.com/20241113/103556890.jpg,01_试点医院/广州市中医院/照片/张宁怡-脾胃科（消化内科）-医师-广州市中医院.jpg,187037,7e4c621c0c7a3861ece1c5e4e2519d7121dde6b6a1b829656400a0c0c0dfb0a3,FFD8FFE000104A4649460001,2000,1333,
戴媺,https://www.gzszyy.com/expert/2026/QBeXDWey.html,实采,,https://oss.gzszyy.com/20200930/162254277.jpg,01_试点医院/广州市中医院/照片/戴媺-血液科-主任中医师-广州市中医院.jpg,215519,1704f46faedc29ccddbbd21a3fcf4a0b5b2b14f74c5630d73c0b90cf241fa00a,FFD8FFE10E14457869660000,1152,1600,
夏思,https://www.gzszyy.com/expert/2026/LDdwEma1.html,实采,,https://oss.gzszyy.com/20240612/144022314.jpg,01_试点医院/广州市中医院/照片/夏思-血液科-主治医师-广州市中医院.jpg,190372,b460cd7e7b165327d2d7a118d6e88ce02369fc64864e1ae399d9d0f6fbb7b3c5,FFD8FFE000104A4649460001,2000,1333,
蒋群,https://www.gzszyy.com/expert/2026/4QbYEKbz.html,实采,,https://oss.gzszyy.com/20200930/162327568.jpg,01_试点医院/广州市中医院/照片/蒋群-血液科-主治中医师-广州市中医院.jpg,221012,9a339120c2b88013235968ccd66cae3c889b23cd5babc39b94b400e6e6671972,FFD8FFE10EC3457869660000,1152,1600,
戚淑娟,https://www.gzszyy.com/expert/2026/BDbDRnel.html,实采,,https://oss.gzszyy.com/20200930/162614569.jpg,01_试点医院/广州市中医院/照片/戚淑娟-重症医学科-副主任中医师-广州市中医院.jpg,242162,08ed61f1bd458cb358ffb39b92520fc06c79735b117f454d83d97c0b40126130,FFD8FFE10E82457869660000,1152,1600,
李莉,https://www.gzszyy.com/expert/2026/4oeElkd0.html,实采,,https://oss.gzszyy.com/20200930/162644458.jpg,01_试点医院/广州市中医院/照片/李莉-重症医学科-副主任中医师-广州市中医院.jpg,222269,59f2a186ca896bb72d53b59d9b693ec240f9459a415ca29d59271cb746b1f3bc,FFD8FFE10E06457869660000,1152,1600,
赵鸿,https://www.gzszyy.com/expert/2026/YQdJZodO.html,实采,,https://oss.gzszyy.com/20200930/162807841.jpg,01_试点医院/广州市中医院/照片/赵鸿-重症医学科-主治医师-广州市中医院.jpg,221807,26419fd234293aca4ee41ba2ebacb220531034a98d6fa6f5e853e2722f1464bc,FFD8FFE10DFE457869660000,1152,1600,
张学宏,https://www.gzszyy.com/expert/2026/y1aKOnaQ.html,实采,,https://oss.gzszyy.com/20200930/163257673.jpg,01_试点医院/广州市中医院/照片/张学宏-重症医学科-主治医师-广州市中医院.jpg,209285,ee3c7427a704ad860b887b82972db04a920c1f9460390f95b03cc164b6cfab4b,FFD8FFE10D6A457869660000,1152,1600,
雷晓兰,https://www.gzszyy.com/expert/2026/YRdGZ0bD.html,实采,,https://oss.gzszyy.com/20200930/162715279.jpg,01_试点医院/广州市中医院/照片/雷晓兰-重症医学科-主治中医师-广州市中医院.jpg,246969,a444189fb545675d4719b796b8c346209b1faf991eb026825149dbe36c29cd21,FFD8FFE10FA4457869660000,1152,1600,
吴宇瑶,https://www.gzszyy.com/expert/2026/YRdGwrdD.html,实采,,https://oss.gzszyy.com/20250624/153106889.jpg,01_试点医院/广州市中医院/照片/吴宇瑶-重症医学科-主治中医师-广州市中医院.jpg,181467,e348fc63387bbae563a7f60f201b325869707bc3611b2382b4f690add49bbd16,FFD8FFE000104A4649460001,2000,1333,
谷孝芝,https://www.gzszyy.com/expert/2026/9wdLg4bj.html,实采,,https://oss.gzszyy.com/20200930/163331290.jpg,01_试点医院/广州市中医院/照片/谷孝芝-重症医学科-医师-广州市中医院.jpg,216727,1c3f17ecb11cf4f52112aaa9c766c0e389b760fe150d926e15bf326581468be8,FFD8FFE10D94457869660000,1152,1600,
吴立友,https://www.gzszyy.com/expert/2026/pmbk5ezJ.html,实采,,https://oss.gzszyy.com/20200930/163931322.jpg,01_试点医院/广州市中医院/照片/吴立友-肾病科-主任中医师-广州市中医院.jpg,214933,1ea917136122f5c751ae01e55ecc434bc67fd278e209831b359c95ddd40d6f09,FFD8FFE10E07457869660000,1152,1600,
赵威,https://www.gzszyy.com/expert/2026/MvbmOeYA.html,实采,,https://oss.gzszyy.com/20200930/164041456.jpg,01_试点医院/广州市中医院/照片/赵威-肾病科-主任中医师-广州市中医院.jpg,230245,94f0d57a7a6a5ff72e3cc70c23a90cb97e592d9c1676c64f7ea5982eb17b262c,FFD8FFE10E39457869660000,1152,1600,
黄智莉,https://www.gzszyy.com/expert/2026/pnel5aKB.html,实采,,https://oss.gzszyy.com/20200930/164014411.jpg,01_试点医院/广州市中医院/照片/黄智莉-肾病科-主任中医师-广州市中医院.jpg,230974,52b1229c94ec4dcecc18236c8894ee538730683c68908868b1f61619688055d2,FFD8FFE10E04457869660000,1152,1600,
周艳利,https://www.gzszyy.com/expert/2026/MYerEdOB.html,实采,,https://oss.gzszyy.com/20200930/164456296.jpg,01_试点医院/广州市中医院/照片/周艳利-肾病科-副主任中医师-广州市中医院.jpg,221414,1854814b6bd7809a4a3932493c73f528b7330fea1c93eaec1314c8bae1c9828c,FFD8FFE10E5E457869660000,1152,1600,
陈家湄,https://www.gzszyy.com/expert/2026/Jxbojagw.html,实采,,https://oss.gzszyy.com/20200930/170209421.jpg,01_试点医院/广州市中医院/照片/陈家湄-肾病科-主治医师-广州市中医院.jpg,192838,fc9141b6131740f459941fdc3df2e5a280b6c651e4a1657b708fdf314bfd6ba8,FFD8FFE10EAB457869660000,1152,1600,
俸维,https://www.gzszyy.com/expert/2026/l9avmeG1.html,实采,,https://oss.gzszyy.com/20200930/164703240.jpg,01_试点医院/广州市中医院/照片/俸维-肾病科-主治医师-广州市中医院.jpg,213315,44fceb570a0ad0d9a072d4649537573d6c98d25bab3d337167661efa2e33f8e8,FFD8FFE10DF7457869660000,1152,1600,
丘泽培,https://www.gzszyy.com/expert/2026/8mepZ1bM.html,实采,,https://oss.gzszyy.com/20200930/164750493.jpg,01_试点医院/广州市中医院/照片/丘泽培-肾病科-主治医师-广州市中医院.jpg,213303,f738c5e30ba279790f6c9621545badda323d5e7bfda472aaa839c610433b6caf,FFD8FFE10DC3457869660000,1152,1600,
李娟,https://www.gzszyy.com/expert/2026/openRe7A.html,实采,,https://oss.gzszyy.com/20200930/164113233.jpg,01_试点医院/广州市中医院/照片/李娟-肾病科-主治中医师-广州市中医院.jpg,144874,3543c7ae28d3418932581bcc47a0597356f17fa3a5d86b8270fa4a17a72e4d37,FFD8FFE10E0A457869660000,1152,1600,
唐瑾秋,https://www.gzszyy.com/expert/2026/4QbYVOdz.html,实采,,https://oss.gzszyy.com/20260401/091335324.png,01_试点医院/广州市中医院/照片/唐瑾秋-肾病科-副主任中医师-广州市中医院.png,1617257,b59d6bf2d6c3aa470ad3a22b89013b8d3fd5770f770f21b91741afe4e5c645a0,89504E470D0A1A0A0000000D,677,596,
陈欢欢,https://www.gzszyy.com/expert/2026/olejYWdj.html,实采,,https://oss.gzszyy.com/20200930/164909449.jpg,01_试点医院/广州市中医院/照片/陈欢欢-肾病科-主治中医师-广州市中医院.jpg,224952,85286770e20bbbde5eea121c827ea8d589a388c675734d09316f4ede77dfc6e0,FFD8FFE10EB8457869660000,1152,1600,
柯嘉儿,https://www.gzszyy.com/expert/2026/MvbmqpbY.html,实采,,https://oss.gzszyy.com/20240725/154311142.jpg,01_试点医院/广州市中医院/照片/柯嘉儿-肾病科-主治中医师-广州市中医院.jpg,94853,77b50e456d9738791923cfae9b9c08a016eaeba151027b26c230992b83a3ef6c,FFD8FFE000104A4649460001,1143,1460,
邬旭芳,https://www.gzszyy.com/expert/2026/4zbqQ3bp.html,实采,,https://oss.gzszyy.com/20200930/170138258.jpg,01_试点医院/广州市中医院/照片/邬旭芳-肾病科-主治中医师-广州市中医院.jpg,257790,3bd0475339eb98e3af6990a5063f317461d87283ba79307cc49f1e2e5ce5cff5,FFD8FFE10D8E457869660000,1152,1600,
黄彩兰,https://www.gzszyy.com/expert/2026/pmbk2xaz.html,实采,,https://oss.gzszyy.com/20200930/170607579.jpg,01_试点医院/广州市中医院/照片/黄彩兰-肾病科-医师-广州市中医院.jpg,191626,8ed53bd42c5bed1058d5ae2a8f954f7b256cbe31ed5812e77c528ce9892f66b9,FFD8FFE10DFB457869660000,1152,1600,
刘伙亮,https://www.gzszyy.com/expert/2026/openR4e7.html,实采,,https://oss.gzszyy.com/20200930/164821294.jpg,01_试点医院/广州市中医院/照片/刘伙亮-肾病科-医师-广州市中医院.jpg,218970,95814f2c65bca4ed2c1cc92f649814a21a54142e330b8d3a47798c7226b749c4,FFD8FFE10E99457869660000,1152,1600,
毛凯凤,https://www.gzszyy.com/expert/2026/JxboZzag.html,实采,,https://oss.gzszyy.com/20200930/170451285.jpg,01_试点医院/广州市中医院/照片/毛凯凤-肾病科-医师-广州市中医院.jpg,244648,73b80a75936e26993c12c8ab35a67d760da4edecf880a70c8ea0ca5cc0b38ff1,FFD8FFE1102C457869660000,1152,1600,
李辉远,https://www.gzszyy.com/expert/2026/jnegklew.html,实采,,https://oss.gzszyy.com/20240520/143909264.jpg,01_试点医院/广州市中医院/照片/李辉远-肾病科-医师-广州市中医院.jpg,20116,5dbf03aba7a5d39a7cad6a23229c79f34fb75487f49af4eb066e553a7284f094,FFD8FFE000104A4649460001,390,567,
谢丹丹,https://www.gzszyy.com/expert/2026/MYer2weO.html,实采,,https://oss.gzszyy.com/20200930/165632564.jpg,01_试点医院/广州市中医院/照片/谢丹丹-肾病科-医师-广州市中医院.jpg,193472,32b00aeec3438adcfa63d898bab70e9472c64cdcdc737179fd15aedc5774ec40,FFD8FFE10DBF457869660000,1152,1600,
李季,https://www.gzszyy.com/expert/2026/LDdwRb1Y.html,实采,,https://oss.gzszyy.com/20200930/170713137.jpg,01_试点医院/广州市中医院/照片/李季-肾病科-副主任医师-广州市中医院.jpg,196048,3b01372519014ad5f344fe0a1c953722972e171d8175e3827fe9fe1b88f2f794,FFD8FFE10E61457869660000,1152,1600,
蒙向欣,https://www.gzszyy.com/expert/2026/olejRejN.html,实采,,https://oss.gzszyy.com/20200930/163754282.jpg,01_试点医院/广州市中医院/照片/蒙向欣-肾病科-主任医师-广州市中医院.jpg,216998,a7707eee2fc9a980497ff4a8f5334335f6c02436c3a4f34e9355376a983fd91d,FFD8FFE10E8E457869660000,1152,1600,
周文斌,https://www.gzszyy.com/expert/2026/Vyb895dv.html,实采,,https://oss.gzszyy.com/20240418/084306342.jpg,01_试点医院/广州市中医院/照片/周文斌-心病科（心血管内科）-主任中医师-广州市中医院.jpg,185824,578abbb83fbe0f8fae89a0f410c84787c990087e2a3f5261b1682094d0aea24e,FFD8FFE000104A4649460001,2000,1333,
李乙根,https://www.gzszyy.com/expert/2026/BDbDkxal.html,实采,,https://oss.gzszyy.com/20201013/151516337.jpg,01_试点医院/广州市中医院/照片/李乙根-心病科（心血管内科）-主任中医师-广州市中医院.jpg,216984,f3c10400ea423c31a9238882aec483ac9807d045ba88f8088819a11ce379134a,FFD8FFE10E41457869660000,1152,1600,
陈勇,https://www.gzszyy.com/expert/2026/YRdG9QaD.html,实采,,https://oss.gzszyy.com/20201013/152643689.jpg,01_试点医院/广州市中医院/照片/陈勇-心病科（心血管内科）-主任中医师-广州市中医院.jpg,264768,de4bd7090ba69eba0d8bd3b7ce0d3f96241bccf623662c7521f302b1322fa568,FFD8FFE10E67457869660000,1152,1600,
叶玺,https://www.gzszyy.com/expert/2026/YRdG67bD.html,实采,,https://oss.gzszyy.com/20201013/152924607.jpg,01_试点医院/广州市中医院/照片/叶玺-心病科（心血管内科）-主任中医师-广州市中医院.jpg,212887,2d3504605b696f1a36338036e601a5e8e4e4bd74296e3dc41048d142c3fb4c73,FFD8FFE10D95457869660000,1152,1600,
何皓颋,https://www.gzszyy.com/expert/2026/46dBBXd7.html,实采,,https://oss.gzszyy.com/20201013/151339370.jpg,01_试点医院/广州市中医院/照片/何皓颋-心病科（心血管内科）-副主任中医师-广州市中医院.jpg,231233,06c13c223c2168b7e7b080ce4c38f367f01d39f0f6238aa39123a111524436ce,FFD8FFE10E81457869660000,1152,1600,
黄洁红,https://www.gzszyy.com/expert/2026/4oeERva0.html,实采,,https://oss.gzszyy.com/20201013/152829810.jpg,01_试点医院/广州市中医院/照片/黄洁红-心病科（心血管内科）-副主任中医师-广州市中医院.jpg,245077,96bf797c264cdd7290ec67a80bd8c29b74f5a59ae8b4b04ae758fb222e616fee,FFD8FFE10E3F457869660000,1152,1600,
高雅琦,https://www.gzszyy.com/expert/2026/YQdJ62dO.html,实采,,https://oss.gzszyy.com/20201013/153011404.jpg,01_试点医院/广州市中医院/照片/高雅琦-心病科（心血管内科）-副主任中医师-广州市中医院.jpg,205594,01a2d6359528114b588921de1b004e7c527269dc9d48ecde89548f321eefb5e0,FFD8FFE10E74457869660000,1152,1600,
徐文伟,https://www.gzszyy.com/expert/2026/y1aKrReQ.html,实采,,https://oss.gzszyy.com/20201013/153151167.jpg,01_试点医院/广州市中医院/照片/徐文伟-心病科（心血管内科）-主治中医师-广州市中医院.jpg,175929,8af48c6fedbad1838a3e50845ccbdf57a41ed20bc11422cfd7bad3368d94cd37,FFD8FFE10DDF457869660000,1152,1600,
常勇,https://www.gzszyy.com/expert/2026/9wdL9wej.html,实采,,https://oss.gzszyy.com/20220207/155532824.jpg,01_试点医院/广州市中医院/照片/常勇-心病科（心血管内科）-主治中医师-广州市中医院.jpg,167394,76005e76a1104bd727ce6353dd9a90d91516421d70561409e981fe831ef5230c,FFD8FFE000104A4649460001,1152,1600,
方奕芬,https://www.gzszyy.com/expert/2026/N1aM8AeW.html,实采,,https://oss.gzszyy.com/20201013/153850599.jpg,01_试点医院/广州市中医院/照片/方奕芬-心病科（心血管内科）-主治中医师-广州市中医院.jpg,227040,9ea35f496a2f2c3645140b2fa0f7dc2f20dcf33fc89b41e7436ae5b6b88caa3f,FFD8FFE10D9C457869660000,1152,1600,
何艳,https://www.gzszyy.com/expert/2026/3YaOYpdx.html,实采,,https://oss.gzszyy.com/20201013/154103488.jpg,01_试点医院/广州市中医院/照片/何艳-心病科（心血管内科）-主治中医师-广州市中医院.jpg,237821,57d0905b868a3c72034eab8403902b5e88c9c215b41de94769d633350cebf358,FFD8FFE10E6A457869660000,1152,1600,
叶瑞妍,https://www.gzszyy.com/expert/2026/YqaQWldn.html,实采,,https://oss.gzszyy.com/20201013/154628835.jpg,01_试点医院/广州市中医院/照片/叶瑞妍-心病科（心血管内科）-主治中医师-广州市中医院.jpg,184740,4cbeab8d9ab0a8cbd3410608ede6340ab1d628aaf7357f14f7e2d761d0a46379,FFD8FFE10DDB457869660000,1152,1600,
陈东雄,https://www.gzszyy.com/expert/2026/lNbW6Jay.html,实采,,https://oss.gzszyy.com/20201013/155041179.jpg,01_试点医院/广州市中医院/照片/陈东雄-心病科（心血管内科）-主治中医师-广州市中医院.jpg,203580,82bac1301c8d89e78c1040582c21b22094464c727eda34fec75c25cc7c324bbf,FFD8FFE10E4B457869660000,1152,1600,
郭文平,https://www.gzszyy.com/expert/2026/zPdy6zeQ.html,实采,,https://oss.gzszyy.com/20240826/143724746.jpg,01_试点医院/广州市中医院/照片/郭文平-心病科（心血管内科）-主治中医师-广州市中医院.jpg,249659,de1c4cd99e8b2933b200c0c805720fd9cb1044d1363c43fd19f6034b31b13a60,FFD8FFE000104A4649460001,2000,1333,
郑舒馨,https://www.gzszyy.com/expert/2026/J0dN7meL.html,实采,,https://oss.gzszyy.com/20251014/141904594.jpg,01_试点医院/广州市中医院/照片/郑舒馨-心病科（心血管内科）-主治中医师-广州市中医院.jpg,206656,be601354bff02a0c16ead09487db2bfbbc52231571988252e35541f282e149e9,FFD8FFE000104A4649460001,1347,2000,
方惠玉,https://www.gzszyy.com/expert/2026/APdR6qdG.html,实采,,https://oss.gzszyy.com/20201013/154956501.jpg,01_试点医院/广州市中医院/照片/方惠玉-心病科（心血管内科）-主治中医师-广州市中医院.jpg,176772,d3fca28459092c2eef9abfbe686d2c41054929837f313b3ba44c9d9edafb501f,FFD8FFE10E2B457869660000,1152,1600,
刘伟强,https://www.gzszyy.com/expert/2026/YQdJPlaO.html,实采,,https://oss.gzszyy.com/20201013/152546595.jpg,01_试点医院/广州市中医院/照片/刘伟强-心病科（心血管内科）-副主任医师-广州市中医院.jpg,236645,90cb9e6e0f381f4a6c3eebee706e8ef6464285b31f97a75d68bfd1696451f535,FFD8FFE10DE4457869660000,1152,1600,
成莎,https://www.gzszyy.com/expert/2026/J0dNk6eL.html,实采,,https://oss.gzszyy.com/20201013/153950732.jpg,01_试点医院/广州市中医院/照片/成莎-心病科（心血管内科）-医师-广州市中医院.jpg,228079,02a6e2f4b5893dc4e35cb35cdd1e33436714051a24c76c4e591da5d75c11496a,FFD8FFE10EBE457869660000,1152,1600,
刘昕,https://www.gzszyy.com/expert/2026/WZdPNwaK.html,实采,,https://oss.gzszyy.com/20201013/154217422.jpg,01_试点医院/广州市中医院/照片/刘昕-心病科（心血管内科）-医师-广州市中医院.jpg,275726,dd5fc397fd97e94c5c9bbb86bd8ccaea106a92d32a6c7be82ba372a6c30f550b,FFD8FFE11016457869660000,1152,1600,
黄婧妍,https://www.gzszyy.com/expert/2026/xkazq5eJ.html,实采,,https://oss.gzszyy.com/20250624/151943898.jpg,01_试点医院/广州市中医院/照片/黄婧妍-心病科（心血管内科）-医师-广州市中医院.jpg,267308,859488539925c8b53e5c4d60df9310e6034cc73c1265dbc3bf1c7eb7ab370be3,FFD8FFE10242457869660000,1499,1999,
徐嘉欣,https://www.gzszyy.com/expert/2026/y5eVOMaE.html,实采,,https://oss.gzszyy.com/20201013/155357172.jpg,01_试点医院/广州市中医院/照片/徐嘉欣-心病科（心血管内科）-医师-广州市中医院.jpg,218510,ef2e032106f82fcac836975a0202e1cf5fdeeee4d09b6ef5f77a5383579fa6c7,FFD8FFE10DD7457869660000,1152,1600,
何志凌,https://www.gzszyy.com/expert/2026/openzDe7.html,实采,,https://oss.gzszyy.com/20240521/102228364.png,01_试点医院/广州市中医院/照片/何志凌-心病科（心血管内科）-主任医师-广州市中医院.png,955192,f9bdd416b225f6eedd1010e5e524db7a4b5dd2153e1d0d89071cd82930442e8e,89504E470D0A1A0A0000000D,1134,758,
简小兵,https://www.gzszyy.com/expert/2026/Jrb2WPdW.html,实采,,https://oss.gzszyy.com/20201013/161541766.jpg,01_试点医院/广州市中医院/照片/简小兵-内分泌科-主任中医师-广州市中医院.jpg,209165,61bd54f6c0ff2058f514835ad7115a1e4f9c010a83e6a82d1f8ba6227ea53ee2,FFD8FFE10E95457869660000,1152,1600,
王文英,https://www.gzszyy.com/expert/2026/ELe3wne6.html,实采,,https://oss.gzszyy.com/20201013/161713399.jpg,01_试点医院/广州市中医院/照片/王文英-内分泌科-主任中医师-广州市中医院.jpg,204787,2a98611e4f04eaa39a973636a59790daf30d4a6586bb2ef247f4879d9227d573,FFD8FFE10E13457869660000,1152,1600,
李慧枝,https://www.gzszyy.com/expert/2026/Vyb8E5dv.html,实采,,https://oss.gzszyy.com/20201013/162412600.jpg,01_试点医院/广州市中医院/照片/李慧枝-内分泌科-主任中医师-广州市中医院.jpg,209273,900dd3018c95bdecfbd008cfd590562d19523a254571364c7799cf2809e16cce,FFD8FFE10E6B457869660000,1152,1600,
陈丽兰,https://www.gzszyy.com/expert/2026/5xe7XGa7.html,实采,,https://oss.gzszyy.com/20201013/162306206.jpg,01_试点医院/广州市中医院/照片/陈丽兰-内分泌科-副主任中医师-广州市中医院.jpg,216017,d2a671142b192c529d066d74581ca48d5dc3a53fd539e91bd06dbe9377a3fae5,FFD8FFE10EC5457869660000,1152,1600,
赵志祥,https://www.gzszyy.com/expert/2026/K9b69QaE.html,实采,,https://oss.gzszyy.com/20201013/162209290.jpg,01_试点医院/广州市中医院/照片/赵志祥-内分泌科-副主任中医师-广州市中医院.jpg,222875,dbe8d714eeca87688a57f4b8c2bead358390e484ba4c20fa67487ae4bbd9c29f,FFD8FFE10DD0457869660000,1152,1600,
邓伟明,https://www.gzszyy.com/expert/2026/M7e5LZd2.html,实采,,https://oss.gzszyy.com/20201013/162113344.jpg,01_试点医院/广州市中医院/照片/邓伟明-内分泌科-副主任中医师-广州市中医院.jpg,226490,440c47440c5fd36e01dac9c6cff05b9e8a737483fecd4aed57bdd69152f12627,FFD8FFE10E9F457869660000,1152,1600,
李宝玲,https://www.gzszyy.com/expert/2026/N1aM9BaW.html,实采,,https://oss.gzszyy.com/20201013/162650132.jpg,01_试点医院/广州市中医院/照片/李宝玲-内分泌科-主治医师-广州市中医院.jpg,217475,de4af70e860dfb8f624c23d3d23944dd30f1245e68445fb153b05f00f4ee50d9,FFD8FFE10F88457869660000,1152,1600,
秦棱,https://www.gzszyy.com/expert/2026/J0dN8KaL.html,实采,,https://oss.gzszyy.com/20201013/162524836.jpg,01_试点医院/广州市中医院/照片/秦棱-内分泌科-主治医师-广州市中医院.jpg,193406,90c0df7a3ab68eb41b60a9dea2fb83abb46a5132f4bcfe2d09d669c547be5421,FFD8FFE10E0F457869660000,1152,1600,
陈燕珊,https://www.gzszyy.com/expert/2026/y1aK6zeQ.html,实采,,https://oss.gzszyy.com/20201013/162836188.jpg,01_试点医院/广州市中医院/照片/陈燕珊-内分泌科-医师-广州市中医院.jpg,260531,23c4ffbe5c4e24f6e21b4130695782eb4c6da72dfe73aaee0b0a00af09532859,FFD8FFE10F22457869660000,1152,1600,
伊娜,https://www.gzszyy.com/expert/2026/GRb4L0bB.html,实采,,https://oss.gzszyy.com/20201013/162017154.jpg,01_试点医院/广州市中医院/照片/伊娜-内分泌科-主任医师-广州市中医院.jpg,237074,4f94cbcdcff1233ec4ec64b3cd8ffefffaf518b6804e72ed6f1e67e139e05d18,FFD8FFE10EB4457869660000,1152,1600,
叶焰,https://www.gzszyy.com/expert/2026/pnelxleK.html,实采,,https://oss.gzszyy.com/20201013/170737226.jpg,01_试点医院/广州市中医院/照片/叶焰-肺病科（呼吸内科）-主任中医师-广州市中医院.jpg,197393,f22e33e127314c422a8e4a951b279d9087f293cae2db253f455ca4ee7b889671,FFD8FFE10DFF457869660000,1152,1600,
丘梅清,https://www.gzszyy.com/expert/2026/4zbq2Rdp.html,实采,,https://oss.gzszyy.com/20201013/171227446.jpg,01_试点医院/广州市中医院/照片/丘梅清-肺病科（呼吸内科）-主任中医师-广州市中医院.jpg,283300,129420a7c7341ecef1f45c35c312fb318dcc3f9204e9ee7702d2f0c51f039345,FFD8FFE10FB1457869660000,1152,1600,
里自然,https://www.gzszyy.com/expert/2026/JxboVzag.html,实采,,https://oss.gzszyy.com/20220207/095443480.jpg,01_试点医院/广州市中医院/照片/里自然-肺病科（呼吸内科）-主任中医师-广州市中医院.jpg,191326,5dc3e16b327fc8182c18162df5250ddf8a64779f7a464bd951f3a35872e4a5fc,FFD8FFE10DF7457869660000,1152,1600,
刘红宇,https://www.gzszyy.com/expert/2026/MvbmOpeY.html,实采,,https://oss.gzszyy.com/20201013/171841120.jpg,01_试点医院/广州市中医院/照片/刘红宇-肺病科（呼吸内科）-副主任中医师-广州市中医院.jpg,201511,f04cc2562831f64b3ea3e63611dcc00ddb5812e8a87acb8272d79a61f7ba9c42,FFD8FFE10DEE457869660000,1152,1600,
刘新宇,https://www.gzszyy.com/expert/2026/openx4b7.html,实采,,https://oss.gzszyy.com/20201015/172317103.jpg,01_试点医院/广州市中医院/照片/刘新宇-肺病科（呼吸内科）-副主任中医师-广州市中医院.jpg,205557,a84aa8b7cdd28e60a6d4e06b4d2b8bc475c80715d07506f53dd85153cf063f2e,FFD8FFE10D5E457869660000,1152,1600,
张基磊,https://www.gzszyy.com/expert/2026/8mep81eM.html,实采,,https://oss.gzszyy.com/20201013/172535839.jpg,01_试点医院/广州市中医院/照片/张基磊-肺病科（呼吸内科）-主治中医师-广州市中医院.jpg,213796,e71308adb8114a0d2269f9ffab91d0195df98c213abd6b3dcb9baff3d18f146e,FFD8FFE10DEE457869660000,1152,1600,
熊艳云,https://www.gzszyy.com/expert/2026/4zbq73ep.html,实采,,https://oss.gzszyy.com/20201013/172610830.jpg,01_试点医院/广州市中医院/照片/熊艳云-肺病科（呼吸内科）-主治中医师-广州市中医院.jpg,208519,35a8d7f1b42d67c555e0a6495afe2fd401b7ac07ff11b3077ef52fbb4d3f788b,FFD8FFE10D7D457869660000,1152,1600,
梁仕勤,https://www.gzszyy.com/expert/2026/LDdwVJb1.html,实采,,https://oss.gzszyy.com/20201013/172826922.jpg,01_试点医院/广州市中医院/照片/梁仕勤-肺病科（呼吸内科）-主治中医师-广州市中医院.jpg,217630,b276e2368566e80300d5dfe85b8c6fe685f7a1cbe6a48c7c31333c5fcb794874,FFD8FFE10E3E457869660000,1152,1600,
高婉玲,https://www.gzszyy.com/expert/2026/l9avlVdG.html,实采,,https://oss.gzszyy.com/20201013/172735992.jpg,01_试点医院/广州市中医院/照片/高婉玲-肺病科（呼吸内科）-主治中医师-广州市中医院.jpg,194509,8c6140e5532d1a24abf1193ec5fe89493d77e31e0022e922f098f26ba85d73c2,FFD8FFE10DC1457869660000,1152,1600,
蔡松,https://www.gzszyy.com/expert/2026/APdR8zaG.html,实采,,https://oss.gzszyy.com/20251114/114648195.jpg,01_试点医院/广州市中医院/照片/蔡松-肺病科（呼吸内科）-主治中医师-广州市中医院.jpg,213046,b0a7a212612a6b9fdb616b09324a93b42b19161ec24fa30971e81675d4bc5aff,FFD8FFE10E21457869660000,2000,1333,
金华伟,https://www.gzszyy.com/expert/2026/MYer8wbO.html,实采,,https://oss.gzszyy.com/20201013/172657639.jpg,01_试点医院/广州市中医院/照片/金华伟-肺病科（呼吸内科）-医师-广州市中医院.jpg,209904,c0d934ff82d581ba1ec42fd412c4813ab983b533e2c8b4d428975c351a2f79d2,FFD8FFE10DED457869660000,1152,1600,
苏丽玲,https://www.gzszyy.com/expert/2026/YqaQOqdn.html,实采,,https://oss.gzszyy.com/20201013/171730131.jpg,01_试点医院/广州市中医院/照片/苏丽玲-肺病科（呼吸内科）-副主任医师-广州市中医院.jpg,21156,7dfb86d5be1beefdab8154229c826edae5a075dcc8e2cff7cb13d5dd5c089446,FFD8FFE10113457869660000,299,400,
李俐,https://www.gzszyy.com/expert/2026/lNbWqXey.html,实采,,https://oss.gzszyy.com/20201013/170812909.jpg,01_试点医院/广州市中医院/照片/李俐-肺病科（呼吸内科）-主任医师-广州市中医院.jpg,208516,df2b96072c3b1c1d55c348cfd489f4ba1a219ce8439595fa47f4b182077a0eb7,FFD8FFE10E07457869660000,1152,1600,
李关宁,https://www.gzszyy.com/expert/2026/oQeZzvep.html,实采,,https://oss.gzszyy.com/20220207/115727592.jpg,01_试点医院/广州市中医院/照片/李关宁-外科-主任中医师-广州市中医院.jpg,201422,8b63973b877f6143f84ab491df396a2cf1d5d9e4a4e878c650b423bab28753b4,FFD8FFE10E75457869660000,1152,1600,
郭宇明,https://www.gzszyy.com/expert/2026/KQe1G3bJ.html,实采,,https://oss.gzszyy.com/20220207/120110333.jpg,01_试点医院/广州市中医院/照片/郭宇明-外科-副主任中医师-广州市中医院.jpg,225427,a14085da5c6ecb8473241058e706e09f56229b60fb4f62dae6054686ee6cd163,FFD8FFE10DD1457869660000,1152,1600,
